# Sweep #00077	3:58:58 PM 1/16/2018
# DAQ: PCI-6221; 16 bits; Timebase 80MHz; Max ADC 250kHz, ETS 20MHz
# Resolutions: Src ADC 0.0uV; Resp ADC 0.0uV
# Max ADC V: Src 0.0V; Resp 0.0V; Repeat 3; Settle 0.080sec
# Waveform Sampling: 25.0 cycles @ 7.5 samples/cycle; no preaveraging
# Signal Generator: Agilent Technologies 33220A Waveform Generator
# Generator:        	                    	                    	Input:              	                    	                    	                    	Response:           	                    	                    	                    
# Freq (Hz)         	Amplitude (V)       	Offset (V)          	Amplitude (V)       	sig Amplitude       	Phase (deg)         	sig Phase           	Amplitude (V)       	sig Amplitude       	Phase (deg)         	sig Phase           
15364.43            	0.05000000          	0.000000            	0.02285038          	0.00002640337       	-51.55091           	0.2581898           	0.7913259           	0.00003126446       	-65.31609           	0.03374038          
15367.41            	0.05000000          	0.000000            	0.02258692          	0.000001584368      	-51.97153           	0.2748112           	0.7933377           	0.00002187869       	-65.72204           	0.02020804          
15378.12            	0.05000000          	0.000000            	0.02178320          	0.00001044094       	-51.61146           	0.1581777           	0.8002618           	0.00002779033       	-66.87209           	0.01989127          
15388.83            	0.05000000          	0.000000            	0.02086063          	0.000008942833      	-52.37619           	0.4184594           	0.8070467           	0.00007052591       	-67.99508           	0.03649233          
15393.59            	0.05000000          	0.000000            	0.02044343          	0.000001737943      	-52.64803           	0.3465905           	0.8098855           	0.00004140605       	-68.55968           	0.06400381          
15399.54            	0.05000000          	0.000000            	0.01996976          	0.00003803709       	-52.94296           	0.2519138           	0.8135748           	0.00005124634       	-69.15268           	0.02081165          
15410.25            	0.05000000          	0.000000            	0.01901492          	0.00001090463       	-53.10292           	0.2376168           	0.8198247           	0.000006660953      	-70.39101           	0.05213215          
15420.96            	0.05000000          	0.000000            	0.01813059          	0.00001818567       	-53.90193           	0.1646247           	0.8258090           	0.00006743498       	-71.72575           	0.05667585          
15422.74            	0.05000000          	0.000000            	0.01794215          	0.00003212612       	-52.84800           	0.1780385           	0.8268585           	0.00003698107       	-71.92612           	0.03747588          
15431.67            	0.05000000          	0.000000            	0.01719398          	0.00002759358       	-53.78448           	0.1571444           	0.8315051           	0.00004801861       	-72.89800           	0.06211333          
15442.38            	0.05000000          	0.000000            	0.01619073          	0.000005950211      	-52.61417           	0.5138936           	0.8369381           	0.00006172860       	-74.13841           	0.03793418          
15451.90            	0.05000000          	0.000000            	0.01532273          	0.00002618164       	-52.74189           	0.6095676           	0.8414476           	0.00006634842       	-75.31613           	0.06213873          
15451.90            	0.05000000          	0.000000            	0.01531479          	0.00004772641       	-53.21536           	0.3715336           	0.8414609           	0.0000001419683     	-75.33603           	0.06458226          
15453.09            	0.05000000          	0.000000            	0.01518163          	0.000002386829      	-53.60192           	0.5553607           	0.8419563           	0.00003141968       	-75.45987           	0.04971412          
15457.25            	0.05000000          	0.000000            	0.01486986          	0.00001786321       	-51.73876           	0.4740191           	0.8438682           	0.00004438421       	-75.94110           	0.03404607          
15462.61            	0.05000000          	0.000000            	0.01434618          	0.00002509427       	-52.93579           	0.2457539           	0.8462443           	0.00004954737       	-76.56849           	0.05633139          
